local,site,transecto,spp.Name,spp.ID,N.pts.per.species,Cov..per.species,MFG
Zambia,Zambia3,T1,Pocillopora sp,58,10,20,Coral
Zambia,Zambia3,T1,Porites sp,59,15,30,Coral
Zambia,Zambia3,T1,Red algae,60,1,2,Red algea
Zambia,Zambia3,T1,Sand,62,3,6,Substrate
Zambia,Zambia3,T1,Sponge,67,9,18,Sponge
Zambia,Zambia3,T1,unidentified massive coral,77,2,4,Coral
Zambia,Zambia3,T1,unidentified octocoral,85,6,12,Octocoral
Zambia,Zambia3,T2,Acropora cf apressa,2,3,6,Coral
Zambia,Zambia3,T2,Acropora sp,6,2,4,Coral
Zambia,Zambia3,T2,Echinopora sp,23,5,10,Coral
Zambia,Zambia3,T2,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T2,Red algae,60,2,4,Red algea
Zambia,Zambia3,T2,Sand,62,4,8,Substrate
Zambia,Zambia3,T2,Sponge,67,26,52,Sponge
Zambia,Zambia3,T2,unidentified branching coral,75,1,2,Coral
Zambia,Zambia3,T2,unidentified encrusting coral,76,1,2,Coral
Zambia,Zambia3,T2,ascidias nao identificadas,82,1,2,Ascidian 
Zambia,Zambia3,T2,unidentified octocoral,85,4,8,Octocoral
Zambia,Zambia3,T2,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Zambia,Zambia3,T2,Favites sp,26,3,6,Coral
Zambia,Zambia3,T2,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T2,Plesiastrea versipora,56,1,2,Coral
Zambia,Zambia3,T2,Porites sp,59,2,4,Coral
Zambia,Zambia3,T2,Red algae,60,2,4,Red algea
Zambia,Zambia3,T2,Sand,62,14,28,Substrate
Zambia,Zambia3,T2,Sinularia sp,66,10,20,Octocoral
Zambia,Zambia3,T2,Sponge,67,11,22,Sponge
Zambia,Zambia3,T2,unidentified massive coral,77,1,2,Coral
Zambia,Zambia3,T2,unidentified octocoral,85,4,8,Octocoral
Zambia,Zambia3,T2,Acanthastrea sp,1,2,4,Coral
Zambia,Zambia3,T2,Acropora cf apressa,2,2,4,Coral
Zambia,Zambia3,T2,Bleached coral,13,1,2,Dead coral
Zambia,Zambia3,T2,Coral ruble,16,2,4,Substrate
Zambia,Zambia3,T2,Macroalgae,45,2,4,Macroalgae
Zambia,Zambia3,T2,Porites sp,59,6,12,Coral
Zambia,Zambia3,T2,Red algae,60,1,2,Red algea
Zambia,Zambia3,T2,Sand,62,10,20,Substrate
Zambia,Zambia3,T2,Sponge,67,21,42,Sponge
Zambia,Zambia3,T2,unidentified encrusting coral,76,3,6,Coral
Zambia,Zambia3,T2,Acropora cf apressa,2,4,8,Coral
Zambia,Zambia3,T2,Acropora sp,6,1,2,Coral
Zambia,Zambia3,T2,Anemone,9,1,2,Other invertebrates
Zambia,Zambia3,T2,Macroalgae,45,5,10,Macroalgae
Zambia,Zambia3,T2,Pocillopora sp,58,1,2,Coral
Zambia,Zambia3,T2,Red algae,60,5,10,Red algea
Zambia,Zambia3,T2,Sand,62,10,20,Substrate
Zambia,Zambia3,T2,Sponge,67,16,32,Sponge
Zambia,Zambia3,T2,unidentified massive coral,77,2,4,Coral
Zambia,Zambia3,T2,ascidias nao identificadas,82,2,4,Ascidian 
Zambia,Zambia3,T2,unidentified octocoral,85,3,6,Octocoral
Zambia,Zambia3,T2,Acropora sp,6,3,6,Coral
Zambia,Zambia3,T2,Coral ruble,16,4,8,Substrate
Zambia,Zambia3,T2,Macroalgae,45,3,6,Macroalgae
Zambia,Zambia3,T2,Montipora cf turgescens,47,1,2,Coral
Zambia,Zambia3,T2,Platygyra sp,55,1,2,Coral
Zambia,Zambia3,T2,Porites sp,59,1,2,Coral
Zambia,Zambia3,T2,Sand,62,20,40,Substrate
Zambia,Zambia3,T2,Sea urchin,65,1,2,Echinodermata
Zambia,Zambia3,T2,Sponge,67,5,10,Sponge
Zambia,Zambia3,T2,unidentified encrusting coral,76,3,6,Coral
Zambia,Zambia3,T2,unidentified massive coral,77,2,4,Coral
Zambia,Zambia3,T2,ascidias nao identificadas,82,1,2,Ascidian 
Zambia,Zambia3,T2,unidentified octocoral,85,5,10,Octocoral
Zambia,Zambia3,T2,Acropora cf apressa,2,4,8,Coral
Zambia,Zambia3,T2,Acropora cf branchi,3,3,6,Coral
Zambia,Zambia3,T2,Acropora sp,6,7,14,Coral
Zambia,Zambia3,T2,Coscinaraea sp,17,2,4,Coral
Zambia,Zambia3,T2,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T2,Sand,62,11,22,Substrate
Zambia,Zambia3,T2,Sponge,67,17,34,Sponge
Zambia,Zambia3,T2,Stylophora pistillata,68,5,10,Coral
Zambia,Zambia3,T2,Acropora cf branchi,3,3,6,Coral
Zambia,Zambia3,T2,Acropora sp,6,17,34,Coral
Zambia,Zambia3,T2,Coral ruble,16,2,4,Substrate
Zambia,Zambia3,T2,Favites sp,26,2,4,Coral
Zambia,Zambia3,T2,Pocillopora sp,58,1,2,Coral
Zambia,Zambia3,T2,Sand,62,9,18,Substrate
Zambia,Zambia3,T2,Sponge,67,12,24,Sponge
Zambia,Zambia3,T2,Stylophora pistillata,68,2,4,Coral
Zambia,Zambia3,T2,unidentified octocoral,85,2,4,Octocoral
Zambia,Zambia3,T2,Acropora sp,6,10,20,Coral
Zambia,Zambia3,T2,Coral ruble,16,2,4,Substrate
Zambia,Zambia3,T2,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Zambia,Zambia3,T2,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T2,Red algae,60,1,2,Red algea
Zambia,Zambia3,T2,Sand,62,16,32,Substrate
Zambia,Zambia3,T2,Sponge,67,17,34,Sponge
Zambia,Zambia3,T2,unidentified octocoral,85,2,4,Octocoral
Zambia,Zambia3,T2,Acropora sp,6,6,12,Coral
Zambia,Zambia3,T2,Favites sp,26,1,2,Coral
Zambia,Zambia3,T2,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T2,Pocillopora sp,58,4,8,Coral
Zambia,Zambia3,T2,Porites sp,59,1,2,Coral
Zambia,Zambia3,T2,Red algae,60,4,8,Red algea
Zambia,Zambia3,T2,Sand,62,7,14,Substrate
Zambia,Zambia3,T2,Sponge,67,22,44,Sponge
Zambia,Zambia3,T2,unidentified octocoral,85,4,8,Octocoral
Zambia,Zambia3,T2,Acropora cf branchi,3,18,36,Coral
Zambia,Zambia3,T2,Acropora sp,6,4,8,Coral
Zambia,Zambia3,T2,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T2,Red algae,60,3,6,Red algea
Zambia,Zambia3,T2,Sand,62,9,18,Substrate
Zambia,Zambia3,T2,Sponge,67,10,20,Sponge
Zambia,Zambia3,T2,Turf,74,1,2,Turf algae
Zambia,Zambia3,T2,unidentified massive coral,77,1,2,Coral
Zambia,Zambia3,T2,ascidias nao identificadas,82,2,4,Ascidian 
Zambia,Zambia3,T2,unidentified octocoral,85,1,2,Octocoral
Zambia,Zambia3,T3,Acropora sp,6,28,56,Coral
Zambia,Zambia3,T3,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T3,Platygyra sp,55,1,2,Coral
Zambia,Zambia3,T3,Red algae,60,6,12,Red algea
Zambia,Zambia3,T3,Sand,62,5,10,Substrate
Zambia,Zambia3,T3,Sponge,67,8,16,Sponge
Zambia,Zambia3,T3,unidentified octocoral,85,1,2,Octocoral
Zambia,Zambia3,T3,Acropora sp,6,9,18,Coral
Zambia,Zambia3,T3,Favites sp,26,1,2,Coral
Zambia,Zambia3,T3,Macroalgae,45,5,10,Macroalgae
Zambia,Zambia3,T3,Porites sp,59,2,4,Coral
Zambia,Zambia3,T3,Red algae,60,2,4,Red algea
Zambia,Zambia3,T3,Sand,62,14,28,Substrate
Zambia,Zambia3,T3,Sinularia sp,66,2,4,Octocoral
Zambia,Zambia3,T3,Sponge,67,10,20,Sponge
Zambia,Zambia3,T3,unidentified branching coral,75,2,4,Coral
Zambia,Zambia3,T3,ascidias nao identificadas,82,2,4,Ascidian 
Zambia,Zambia3,T3,unidentified octocoral,85,1,2,Octocoral
Zambia,Zambia3,T3,Acropora sp,6,10,20,Coral
Zambia,Zambia3,T3,Bleached coral,13,1,2,Dead coral
Zambia,Zambia3,T3,Coral ruble,16,7,14,Substrate
Zambia,Zambia3,T3,Coscinaraea sp,17,2,4,Coral
Zambia,Zambia3,T3,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T3,Pocillopora sp,58,3,6,Coral
Zambia,Zambia3,T3,Red algae,60,2,4,Red algea
Zambia,Zambia3,T3,Sand,62,3,6,Substrate
Zambia,Zambia3,T3,Sponge,67,14,28,Sponge
Zambia,Zambia3,T3,unidentified branching coral,75,2,4,Coral
Zambia,Zambia3,T3,ascidias nao identificadas,82,1,2,Ascidian 
Zambia,Zambia3,T3,unidentified octocoral,85,4,8,Octocoral
Zambia,Zambia3,T3,Coral ruble,16,8,16,Substrate
Zambia,Zambia3,T3,Favites sp,26,4,8,Coral
Zambia,Zambia3,T3,Macroalgae,45,2,4,Macroalgae
Zambia,Zambia3,T3,Red algae,60,9,18,Red algea
Zambia,Zambia3,T3,Sand,62,17,34,Substrate
Zambia,Zambia3,T3,Sea urchin,65,3,6,Echinodermata
Zambia,Zambia3,T3,Sponge,67,6,12,Sponge
Zambia,Zambia3,T3,unidentified massive coral,77,1,2,Coral
Zambia,Zambia3,T3,Acropora cf apressa,2,2,4,Coral
Zambia,Zambia3,T3,Acropora sp,6,1,2,Coral
Zambia,Zambia3,T3,Coral ruble,16,2,4,Substrate
Zambia,Zambia3,T3,Favites sp,26,2,4,Coral
Zambia,Zambia3,T3,Macroalgae,45,9,18,Macroalgae
Zambia,Zambia3,T3,Pocillopora sp,58,3,6,Coral
Zambia,Zambia3,T3,Porites sp,59,2,4,Coral
Zambia,Zambia3,T3,Red algae,60,3,6,Red algea
Zambia,Zambia3,T3,Sand,62,14,28,Substrate
Zambia,Zambia3,T3,Sponge,67,12,24,Sponge
Zambia,Zambia3,T3,Acropora cf branchi,3,44,88,Coral
Zambia,Zambia3,T3,Acropora sp,6,1,2,Coral
Zambia,Zambia3,T3,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T3,Pocillopora sp,58,3,6,Coral
Zambia,Zambia3,T3,Sinularia sp,66,1,2,Octocoral
Zambia,Zambia3,T3,Acanthastrea sp,1,3,6,Coral
Zambia,Zambia3,T3,Acropora cf branchi,3,3,6,Coral
Zambia,Zambia3,T3,Acropora sp,6,4,8,Coral
Zambia,Zambia3,T3,Macroalgae,45,2,4,Macroalgae
Zambia,Zambia3,T3,Montipora cf turgescens,47,5,10,Coral
Zambia,Zambia3,T3,Platygyra sp,55,1,2,Coral
Zambia,Zambia3,T3,Pocillopora sp,58,4,8,Coral
Zambia,Zambia3,T3,Red algae,60,2,4,Red algea
Zambia,Zambia3,T3,Sand,62,10,20,Substrate
Zambia,Zambia3,T3,Sinularia sp,66,1,2,Octocoral
Zambia,Zambia3,T3,Sponge,67,15,30,Sponge
Zambia,Zambia3,T3,Acanthastrea sp,1,5,10,Coral
Zambia,Zambia3,T3,Acropora cf branchi,3,5,10,Coral
Zambia,Zambia3,T3,Acropora sp,6,2,4,Coral
Zambia,Zambia3,T3,Echinopora sp,23,2,4,Coral
Zambia,Zambia3,T3,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T3,Red algae,60,10,20,Red algea
Zambia,Zambia3,T3,Sand,62,14,28,Substrate
Zambia,Zambia3,T3,Sponge,67,9,18,Sponge
Zambia,Zambia3,T3,Turf,74,1,2,Turf algae
Zambia,Zambia3,T3,unidentified octocoral,85,1,2,Octocoral
Zambia,Zambia3,T3,Acropora cf apressa,2,1,2,Coral
Zambia,Zambia3,T3,Acropora sp,6,1,2,Coral
Zambia,Zambia3,T3,Macroalgae,45,1,2,Macroalgae
Zambia,Zambia3,T3,Montipora cf turgescens,47,3,6,Coral
Zambia,Zambia3,T3,Pocillopora sp,58,2,4,Coral
Zambia,Zambia3,T3,Porites sp,59,2,4,Coral
Zambia,Zambia3,T3,Red algae,60,4,8,Red algea
Zambia,Zambia3,T3,Sand,62,4,8,Substrate
Zambia,Zambia3,T3,Sea urchin,65,1,2,Echinodermata
Zambia,Zambia3,T3,Sponge,67,29,58,Sponge
Zambia,Zambia3,T3,unidentified octocoral,85,2,4,Octocoral
Zambia,Zambia3,T3,Acropora cf apressa,2,2,4,Coral
Zambia,Zambia3,T3,Acropora cf branchi,3,36,72,Coral
Zambia,Zambia3,T3,Coral ruble,16,3,6,Substrate
Zambia,Zambia3,T3,Sand,62,2,4,Substrate
Zambia,Zambia3,T3,Sponge,67,1,2,Sponge
Zambia,Zambia3,T3,unidentified octocoral,85,6,12,Octocoral
Baixo Africa,Afria 112,T1,Echinopora sp,23,16,32,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,6,12,Macroalgae
Baixo Africa,Afria 112,T1,Red algae,60,1,2,Red algea
Baixo Africa,Afria 112,T1,Sand,62,2,4,Substrate
Baixo Africa,Afria 112,T1,Sponge,67,17,34,Sponge
Baixo Africa,Afria 112,T1,ascidias nao identificadas,82,3,6,Ascidian 
Baixo Africa,Afria 112,T1,Palythoa,83,1,2,Other invertebrates
Baixo Africa,Afria 112,T1,unidentified octocoral,85,4,8,Octocoral
Baixo Africa,Afria 112,T1,Acropora cf branchi,3,13,26,Coral
Baixo Africa,Afria 112,T1,Coral ruble,16,1,2,Substrate
Baixo Africa,Afria 112,T1,Echinopora sp,23,27,54,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Afria 112,T1,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T1,Sand,62,4,8,Substrate
Baixo Africa,Afria 112,T1,Sinularia sp,66,1,2,Octocoral
Baixo Africa,Afria 112,T1,Sponge,67,2,4,Sponge
Baixo Africa,Afria 112,T1,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Afria 112,T1,Echinopora sp,23,19,38,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,9,18,Macroalgae
Baixo Africa,Afria 112,T1,Pocillopora sp,58,2,4,Coral
Baixo Africa,Afria 112,T1,Sand,62,2,4,Substrate
Baixo Africa,Afria 112,T1,Sinularia sp,66,2,4,Octocoral
Baixo Africa,Afria 112,T1,Sponge,67,9,18,Sponge
Baixo Africa,Afria 112,T1,ascidias nao identificadas,82,2,4,Ascidian 
Baixo Africa,Afria 112,T1,unidentified octocoral,85,4,8,Octocoral
Baixo Africa,Afria 112,T1,Acropora cf branchi,3,14,28,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,3,6,Macroalgae
Baixo Africa,Afria 112,T1,Pocillopora sp,58,3,6,Coral
Baixo Africa,Afria 112,T1,Sinularia sp,66,25,50,Octocoral
Baixo Africa,Afria 112,T1,Sponge,67,1,2,Sponge
Baixo Africa,Afria 112,T1,Turf,74,1,2,Turf algae
Baixo Africa,Afria 112,T1,unidentified encrusting coral,76,3,6,Coral
Baixo Africa,Afria 112,T1,Acropora cf apressa,2,1,2,Coral
Baixo Africa,Afria 112,T1,Echinopora sp,23,5,10,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,10,20,Macroalgae
Baixo Africa,Afria 112,T1,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T1,Red algae,60,1,2,Red algea
Baixo Africa,Afria 112,T1,Sand,62,24,48,Substrate
Baixo Africa,Afria 112,T1,Sea urchin,65,1,2,Echinodermata
Baixo Africa,Afria 112,T1,Sponge,67,4,8,Sponge
Baixo Africa,Afria 112,T1,unidentified octocoral,85,3,6,Octocoral
Baixo Africa,Afria 112,T1,Acropora cf branchi,3,1,2,Coral
Baixo Africa,Afria 112,T1,Acropora sp,6,1,2,Coral
Baixo Africa,Afria 112,T1,Echinopora sp,23,26,52,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,8,16,Macroalgae
Baixo Africa,Afria 112,T1,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T1,Sand,62,5,10,Substrate
Baixo Africa,Afria 112,T1,Sponge,67,3,6,Sponge
Baixo Africa,Afria 112,T1,unidentified octocoral,85,5,10,Octocoral
Baixo Africa,Afria 112,T1,Acropora sp,6,4,8,Coral
Baixo Africa,Afria 112,T1,Echinopora sp,23,20,40,Coral
Baixo Africa,Afria 112,T1,Lobophyllia sp,43,1,2,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,15,30,Macroalgae
Baixo Africa,Afria 112,T1,Pocillopora sp,58,5,10,Coral
Baixo Africa,Afria 112,T1,Sand,62,1,2,Substrate
Baixo Africa,Afria 112,T1,Sponge,67,2,4,Sponge
Baixo Africa,Afria 112,T1,unidentified encrusting coral,76,1,2,Coral
Baixo Africa,Afria 112,T1,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Africa,Afria 112,T1,Acropora cf branchi,3,9,18,Coral
Baixo Africa,Afria 112,T1,Coral ruble,16,8,16,Substrate
Baixo Africa,Afria 112,T1,Favites sp,26,3,6,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,11,22,Macroalgae
Baixo Africa,Afria 112,T1,Montipora cf turgescens,47,1,2,Coral
Baixo Africa,Afria 112,T1,Sand,62,17,34,Substrate
Baixo Africa,Afria 112,T1,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Africa,Afria 112,T1,Acanthastrea sp,1,2,4,Coral
Baixo Africa,Afria 112,T1,Acropora sp,6,1,2,Coral
Baixo Africa,Afria 112,T1,Bleached coral,13,1,2,Dead coral
Baixo Africa,Afria 112,T1,Coscinaraea sp,17,2,4,Coral
Baixo Africa,Afria 112,T1,Favia sp,25,1,2,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,17,34,Macroalgae
Baixo Africa,Afria 112,T1,Sand,62,9,18,Substrate
Baixo Africa,Afria 112,T1,Sea urchin,65,1,2,Echinodermata
Baixo Africa,Afria 112,T1,Sinularia sp,66,1,2,Octocoral
Baixo Africa,Afria 112,T1,Sponge,67,12,24,Sponge
Baixo Africa,Afria 112,T1,Stylophora pistillata,68,1,2,Coral
Baixo Africa,Afria 112,T1,unidentified octocoral,85,2,4,Octocoral
Baixo Africa,Afria 112,T1,Echinopora sp,23,1,2,Coral
Baixo Africa,Afria 112,T1,Favia sp,25,1,2,Coral
Baixo Africa,Afria 112,T1,Favites sp,26,4,8,Coral
Baixo Africa,Afria 112,T1,Macroalgae,45,12,24,Macroalgae
Baixo Africa,Afria 112,T1,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T1,Red algae,60,2,4,Red algea
Baixo Africa,Afria 112,T1,Sand,62,12,24,Substrate
Baixo Africa,Afria 112,T1,Sinularia sp,66,10,20,Octocoral
Baixo Africa,Afria 112,T1,Sponge,67,7,14,Sponge
Baixo Africa,Afria 112,T2,Dendronephyta sp,20,1,2,Octocoral
Baixo Africa,Afria 112,T2,Macroalgae,45,11,22,Macroalgae
Baixo Africa,Afria 112,T2,Octocoral branching,51,7,14,Octocoral
Baixo Africa,Afria 112,T2,Pocillopora sp,58,5,10,Coral
Baixo Africa,Afria 112,T2,Sand,62,15,30,Substrate
Baixo Africa,Afria 112,T2,Sinularia sp,66,4,8,Octocoral
Baixo Africa,Afria 112,T2,Sponge,67,5,10,Sponge
Baixo Africa,Afria 112,T2,unidentified massive coral,77,1,2,Coral
Baixo Africa,Afria 112,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Africa,Afria 112,T2,Acanthastrea sp,1,2,4,Coral
Baixo Africa,Afria 112,T2,Acropora cf branchi,3,4,8,Coral
Baixo Africa,Afria 112,T2,Coral ruble,16,2,4,Substrate
Baixo Africa,Afria 112,T2,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Baixo Africa,Afria 112,T2,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Afria 112,T2,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T2,Sand,62,2,4,Substrate
Baixo Africa,Afria 112,T2,Sinularia sp,66,27,54,Octocoral
Baixo Africa,Afria 112,T2,Sponge,67,9,18,Sponge
Baixo Africa,Afria 112,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Africa,Afria 112,T2,Acropora cf branchi,3,48,96,Coral
Baixo Africa,Afria 112,T2,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Afria 112,T2,Sand,62,1,2,Substrate
Baixo Africa,Afria 112,T2,Acropora cf branchi,3,23,46,Coral
Baixo Africa,Afria 112,T2,Dendronephyta sp,20,1,2,Octocoral
Baixo Africa,Afria 112,T2,Macroalgae,45,6,12,Macroalgae
Baixo Africa,Afria 112,T2,Red algae,60,1,2,Red algea
Baixo Africa,Afria 112,T2,Sand,62,13,26,Substrate
Baixo Africa,Afria 112,T2,Sponge,67,5,10,Sponge
Baixo Africa,Afria 112,T2,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Africa,Afria 112,T2,Acanthastrea sp,1,6,12,Coral
Baixo Africa,Afria 112,T2,Acropora sp,6,1,2,Coral
Baixo Africa,Afria 112,T2,Coscinaraea sp,17,3,6,Coral
Baixo Africa,Afria 112,T2,Echinophyllia aspera,22,1,2,Coral
Baixo Africa,Afria 112,T2,Favites sp,26,1,2,Coral
Baixo Africa,Afria 112,T2,Lobophyllia sp,43,1,2,Coral
Baixo Africa,Afria 112,T2,Macroalgae,45,11,22,Macroalgae
Baixo Africa,Afria 112,T2,Montipora cf turgescens,47,1,2,Coral
Baixo Africa,Afria 112,T2,Montipora sp,49,1,2,Coral
Baixo Africa,Afria 112,T2,Sand,62,5,10,Substrate
Baixo Africa,Afria 112,T2,Sea urchin,65,2,4,Echinodermata
Baixo Africa,Afria 112,T2,Sinularia sp,66,9,18,Octocoral
Baixo Africa,Afria 112,T2,Sponge,67,3,6,Sponge
Baixo Africa,Afria 112,T2,Stylophora pistillata,68,2,4,Coral
Baixo Africa,Afria 112,T2,unidentified encrusting coral,76,1,2,Coral
Baixo Africa,Afria 112,T2,unidentified octocoral,85,2,4,Octocoral
Baixo Africa,Afria 112,T2,Acanthastrea sp,1,3,6,Coral
Baixo Africa,Afria 112,T2,Acropora sp,6,1,2,Coral
Baixo Africa,Afria 112,T2,Bleached coral,13,2,4,Dead coral
Baixo Africa,Afria 112,T2,Favia sp,25,4,8,Coral
Baixo Africa,Afria 112,T2,Favites sp,26,2,4,Coral
Baixo Africa,Afria 112,T2,Macroalgae,45,6,12,Macroalgae
Baixo Africa,Afria 112,T2,Pavona sp,54,2,4,Coral
Baixo Africa,Afria 112,T2,Platygyra sp,55,9,18,Coral
Baixo Africa,Afria 112,T2,Sand,62,8,16,Substrate
Baixo Africa,Afria 112,T2,Sinularia sp,66,8,16,Octocoral
Baixo Africa,Afria 112,T2,Sponge,67,2,4,Sponge
Baixo Africa,Afria 112,T2,unidentified encrusting coral,76,2,4,Coral
Baixo Africa,Afria 112,T2,unidentified massive coral,77,1,2,Coral
Baixo Africa,Afria 112,T2,Acanthastrea sp,1,1,2,Coral
Baixo Africa,Afria 112,T2,Acropora cf branchi,3,22,44,Coral
Baixo Africa,Afria 112,T2,Bleached coral,13,1,2,Dead coral
Baixo Africa,Afria 112,T2,Coscinaraea sp,17,1,2,Coral
Baixo Africa,Afria 112,T2,Macroalgae,45,1,2,Macroalgae
Baixo Africa,Afria 112,T2,Montipora sp,49,1,2,Coral
Baixo Africa,Afria 112,T2,Sand,62,3,6,Substrate
Baixo Africa,Afria 112,T2,Sinularia sp,66,3,6,Octocoral
Baixo Africa,Afria 112,T2,Sponge,67,10,20,Sponge
Baixo Africa,Afria 112,T2,Stylophora pistillata,68,2,4,Coral
Baixo Africa,Afria 112,T2,Turf,74,4,8,Turf algae
Baixo Africa,Afria 112,T2,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Africa,Afria 112,T2,Acropora cf branchi,3,1,2,Coral
Baixo Africa,Afria 112,T2,Acropora sp,6,1,2,Coral
Baixo Africa,Afria 112,T2,Heteractis magnifica,33,25,50,Other invertebrates
Baixo Africa,Afria 112,T2,Macroalgae,45,2,4,Macroalgae
Baixo Africa,Afria 112,T2,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T2,Sand,62,4,8,Substrate
Baixo Africa,Afria 112,T2,Sea urchin,65,1,2,Echinodermata
Baixo Africa,Afria 112,T2,Sinularia sp,66,4,8,Octocoral
Baixo Africa,Afria 112,T2,Sponge,67,9,18,Sponge
Baixo Africa,Afria 112,T2,Stylophora pistillata,68,1,2,Coral
Baixo Africa,Afria 112,T2,unidentified branching coral,75,1,2,Coral
Baixo Africa,Afria 112,T2,Acropora cf branchi,3,49,98,Coral
Baixo Africa,Afria 112,T2,Sinularia sp,66,1,2,Octocoral
Baixo Africa,Afria 112,T2,Acropora sp,6,2,4,Coral
Baixo Africa,Afria 112,T2,Dendronephyta sp,20,1,2,Octocoral
Baixo Africa,Afria 112,T2,Favia sp,25,2,4,Coral
Baixo Africa,Afria 112,T2,Favites sp,26,1,2,Coral
Baixo Africa,Afria 112,T2,Macroalgae,45,6,12,Macroalgae
Baixo Africa,Afria 112,T2,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T2,Sand,62,9,18,Substrate
Baixo Africa,Afria 112,T2,Sea urchin,65,1,2,Echinodermata
Baixo Africa,Afria 112,T2,Sinularia sp,66,5,10,Octocoral
Baixo Africa,Afria 112,T2,Sponge,67,17,34,Sponge
Baixo Africa,Afria 112,T2,unidentified branching coral,75,1,2,Coral
Baixo Africa,Afria 112,T2,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Africa,Afria 112,T2,unidentified octocoral,85,3,6,Octocoral
Baixo Africa,Afria 112,T3,Acropora cf branchi,3,14,28,Coral
Baixo Africa,Afria 112,T3,Acropora sp,6,3,6,Coral
Baixo Africa,Afria 112,T3,Coral ruble,16,3,6,Substrate
Baixo Africa,Afria 112,T3,Macroalgae,45,7,14,Macroalgae
Baixo Africa,Afria 112,T3,Montipora sp,49,1,2,Coral
Baixo Africa,Afria 112,T3,Sand,62,10,20,Substrate
Baixo Africa,Afria 112,T3,Sinularia sp,66,6,12,Octocoral
Baixo Africa,Afria 112,T3,Sponge,67,4,8,Sponge
Baixo Africa,Afria 112,T3,unidentified massive coral,77,1,2,Coral
Baixo Africa,Afria 112,T3,unidentified octocoral,85,1,2,Octocoral
Baixo Africa,Afria 112,T3,Acropora cf apressa,2,2,4,Coral
Baixo Africa,Afria 112,T3,Acropora sp,6,2,4,Coral
Baixo Africa,Afria 112,T3,Macroalgae,45,16,32,Macroalgae
Baixo Africa,Afria 112,T3,Montipora sp,49,2,4,Coral
Baixo Africa,Afria 112,T3,Pocillopora sp,58,1,2,Coral
Baixo Africa,Afria 112,T3,Sand,62,10,20,Substrate
Baixo Africa,Afria 112,T3,Sinularia sp,66,3,6,Octocoral
Baixo Africa,Afria 112,T3,Sponge,67,7,14,Sponge
Baixo Africa,Afria 112,T3,Turf,74,3,6,Turf algae
Baixo Africa,Afria 112,T3,unidentified massive coral,77,2,4,Coral
Baixo Africa,Afria 112,T3,unidentified octocoral,85,2,4,Octocoral
Baixo Africa,Afria 112,T3,Clavelina sp,15,1,2,Ascidian 
Baixo Africa,Afria 112,T3,Coral ruble,16,7,14,Substrate
Baixo Africa,Afria 112,T3,Macroalgae,45,12,24,Macroalgae
Baixo Africa,Afria 112,T3,Montipora sp,49,7,14,Coral
Baixo Africa,Afria 112,T3,Sand,62,19,38,Substrate
Baixo Africa,Afria 112,T3,Sponge,67,2,4,Sponge
Baixo Africa,Afria 112,T3,unidentified massive coral,77,2,4,Coral
Baixo Africa,Afria 112,T3,Acropora cf apressa,2,3,6,Coral
